Split,Week,Player,Position,Team,Opponent,Result,Points,Region
2.0,16.0,TABZZ,AD Carry,ROC,UOL,1,14.77,EU
2.0,16.0,TABZZ,AD Carry,ROC,FNC,0,18.31,EU
2.0,16.0,TRASHY,Jungler,SPY,OG ,0,8.52,EU
2.0,16.0,TRASHY,Jungler,SPY,UOL,0,4.2,EU
2.0,16.0,SPRATTEL,Support,EL ,G2 ,0,4.39,EU
2.0,16.0,SPRATTEL,Support,EL ,VIT,0,4.42,EU
2.0,16.0,NISBETH,Support,SPY,OG ,0,6.2,EU
2.0,16.0,NISBETH,Support,SPY,UOL,0,2.5,EU
2.0,16.0,NOXIAK,Support,ROC,UOL,1,13.76,EU
2.0,16.0,NOXIAK,Support,ROC,FNC,0,4.93,EU
2.0,16.0,ADRYH,AD Carry,GIA,VIT,0,13.12,EU
2.0,16.0,ADRYH,AD Carry,H2K,GIA,1,12.47,EU
2.0,16.0,FENG,Top,TIP,TL ,0,3.23,NA
2.0,16.0,FENG,Top,TIP,NRG,1,17.74,NA
2.0,16.0,KFO,Top,FOX,TSM,0,3.79,NA
2.0,16.0,KFO,Top,FOX,IMT,0,3.94,NA
2.0,16.0,ATOM,Top,GIA,VIT,0,12.14,EU
2.0,16.0,ATOM,Top,GIA,H2K,0,11.61,EU
2.0,16.0,HAKUHO,Support,REN,NRG,0,0.87,NA
2.0,16.0,HAKUHO,Support,REN,DIG,1,14.54,NA
2.0,16.0,KLAJ,Support,FNC,H2K,0,10.39,EU
2.0,16.0,KLAJ,Support,FNC,ROC,1,16.4,EU
2.0,16.0,G0DFRED,Support,GIA,VIT,0,5.26,EU
2.0,16.0,G0DFRED,Support,GIA,H2K,0,7.69,EU
2.0,16.0,LOULEX,Jungler,UOL,ROC,0,12.4,EU
2.0,16.0,LOULEX,Jungler,UOL,SPY,1,24.02,EU
2.0,16.0,BETONGJOCKE,Jungler,GIA,VIT,0,8.81,EU
2.0,16.0,BETONGJOCKE,Jungler,GIA,H2K,0,1.88,EU
2.0,16.0,LOD,AD Carry,NRG,REN,1,13.48,NA
2.0,16.0,LOD,AD Carry,NRG,TIP,0,11.86,NA
2.0,17.0,WILDTURTLE,AD Carry,IMT,NRG,1,26.91,NA
2.0,17.0,WILDTURTLE,AD Carry,IMT,DIG,1,32.8,NA
2.0,17.0,POBELTER,Mid,IMT,NRG,1,27.68,NA
2.0,17.0,POBELTER,Mid,IMT,DIG,1,26.04,NA
2.0,17.0,PIGLET,AD Carry,TL ,CLG,1,15.29,NA
2.0,17.0,PIGLET,AD Carry,TL ,NRG,0,19.79,NA
2.0,17.0,HUNI,Top,IMT,NRG,1,31.04,NA
2.0,17.0,HUNI,Top,IMT,DIG,1,21.31,NA
2.0,17.0,EMPEROR,AD Carry,G2 ,VIT,1,35.64,EU
2.0,17.0,EMPEROR,AD Carry,G2 ,GIA,1,8.75,EU
2.0,17.0,STEEELBACK,AD Carry,UOL,OG ,0,23.48,EU
2.0,17.0,STEEELBACK,AD Carry,UOL,EL ,0,17.89,EU
2.0,17.0,REIGNOVER,Jungler,IMT,NRG,1,26.94,NA
2.0,17.0,REIGNOVER,Jungler,IMT,DIG,1,25.22,NA
2.0,17.0,PERKZ,Mid,G2 ,VIT,1,28.43,EU
2.0,17.0,PERKZ,Mid,G2 ,GIA,1,17.26,EU
2.0,17.0,TRICK,Jungler,G2 ,VIT,1,26.19,EU
2.0,17.0,TRICK,Jungler,G2 ,GIA,1,16.52,EU
2.0,17.0,ADRIAN,Support,IMT,NRG,1,26.16,NA
2.0,17.0,ADRIAN,Support,IMT,DIG,1,24.8,NA
2.0,17.0,JENSEN,Mid,C9 ,REN,1,15.0,NA
2.0,17.0,JENSEN,Mid,C9 ,TIP,1,24.5,NA
2.0,17.0,FENIX,Mid,TL ,CLG,1,14.09,NA
2.0,17.0,FENIX,Mid,TL ,NRG,0,14.8,NA
2.0,17.0,SNEAKY,AD Carry,C9 ,REN,1,19.62,NA
2.0,17.0,SNEAKY,AD Carry,C9 ,TIP,1,23.11,NA
2.0,17.0,JANKOS,Jungler,H2K,ROC,1,13.29,EU
2.0,17.0,JANKOS,Jungler,H2K,SPY,1,24.75,EU
2.0,17.0,FORG1VENGRE,AD Carry,H2K,ROC,1,15.53,EU
2.0,17.0,FORG1VENGRE,AD Carry,H2K,SPY,1,19.48,EU
2.0,17.0,HJARNAN,AD Carry,VIT,G2 ,0,20.63,EU
2.0,17.0,HJARNAN,AD Carry,VIT,FNC,1,36.68,EU
2.0,17.0,DOUBLELIFT,AD Carry,TSM,TIP,1,23.41,NA
2.0,17.0,DOUBLELIFT,AD Carry,TSM,REN,0,7.2,NA
2.0,17.0,CABOCHARD,Top,VIT,G2 ,0,17.36,EU
2.0,17.0,CABOCHARD,Top,VIT,FNC,1,24.39,EU
2.0,17.0,ODOAMNE,Top,H2K,ROC,1,12.95,EU
2.0,17.0,ODOAMNE,Top,H2K,SPY,1,14.53,EU
2.0,17.0,KIKIS,Top,G2 ,VIT,1,14.93,EU
2.0,17.0,KIKIS,Top,G2 ,GIA,1,16.16,EU
2.0,17.0,FOX,Mid,UOL,OG ,0,15.18,EU
2.0,17.0,FOX,Mid,UOL,EL ,0,13.62,EU
2.0,17.0,NUKEDUCK,Mid,VIT,G2 ,0,20.65,EU
2.0,17.0,NUKEDUCK,Mid,VIT,FNC,1,25.73,EU
2.0,17.0,DARDOCH,Jungler,TL ,CLG,1,19.52,NA
2.0,17.0,DARDOCH,Jungler,TL ,NRG,0,12.09,NA
2.0,17.0,HYBRID,Support,G2 ,VIT,1,27.32,EU
2.0,17.0,HYBRID,Support,G2 ,GIA,1,10.69,EU
2.0,17.0,BJERGSEN,Mid,TSM,TIP,1,20.87,NA
2.0,17.0,BJERGSEN,Mid,TSM,REN,0,6.23,NA
2.0,17.0,RUSH,Jungler,C9 ,REN,1,8.28,NA
2.0,17.0,RUSH,Jungler,C9 ,TIP,1,19.73,NA
2.0,17.0,HUHI,Mid,CLG,TL ,0,6.61,NA
2.0,17.0,HUHI,Mid,CLG,FOX,1,18.99,NA
2.0,17.0,VANDER,Support,H2K,ROC,1,12.16,EU
2.0,17.0,VANDER,Support,H2K,SPY,1,20.18,EU
2.0,17.0,VIZICSACSI,Top,UOL,OG ,0,16.85,EU
2.0,17.0,VIZICSACSI,Top,UOL,EL ,0,13.02,EU
2.0,17.0,STIXXAY,AD Carry,CLG,TL ,0,8.0,NA
2.0,17.0,STIXXAY,AD Carry,CLG,FOX,1,23.69,NA
2.0,17.0,FEBIVEN,Mid,FNC,GIA,1,24.58,EU
2.0,17.0,FEBIVEN,Mid,FNC,VIT,0,19.41,EU
2.0,17.0,ZVEN,AD Carry,OG ,UOL,1,16.69,EU
2.0,17.0,ZVEN,AD Carry,OG ,ROC,1,15.08,EU
2.0,17.0,LOURLO,Top,TL ,CLG,1,18.19,NA
2.0,17.0,LOURLO,Top,TL ,NRG,0,12.46,NA
2.0,17.0,SHIPHTUR,Mid,DIG,FOX,0,25.05,NA
2.0,17.0,SHIPHTUR,Mid,DIG,IMT,0,36.52,NA
2.0,17.0,REKKLES,AD Carry,FNC,GIA,1,10.63,EU
2.0,17.0,REKKLES,AD Carry,FNC,VIT,0,24.45,EU
2.0,17.0,SHOOK,Jungler,VIT,G2 ,0,7.93,EU
2.0,17.0,SHOOK,Jungler,VIT,FNC,1,26.86,EU
2.0,17.0,HYLISSANG,Support,UOL,OG ,0,13.47,EU
2.0,17.0,HYLISSANG,Support,UOL,EL ,0,11.99,EU
2.0,17.0,HAI,Support,C9 ,REN,1,14.45,NA
2.0,17.0,HAI,Support,C9 ,TIP,1,17.18,NA
2.0,17.0,GBM,Mid,NRG,IMT,0,14.42,NA
2.0,17.0,GBM,Mid,NRG,TL ,1,32.42,NA
2.0,17.0,KASING,Support,VIT,G2 ,0,18.75,EU
2.0,17.0,KASING,Support,VIT,FNC,1,24.22,EU
2.0,17.0,MATT,Support,TL ,CLG,1,12.08,NA
2.0,17.0,MATT,Support,TL ,NRG,0,7.84,NA
2.0,17.0,MASH,AD Carry,TIP,TSM,0,14.97,NA
2.0,17.0,MASH,AD Carry,TIP,C9 ,0,14.51,NA
2.0,17.0,APOLLO,AD Carry,DIG,FOX,0,25.39,NA
2.0,17.0,APOLLO,AD Carry,DIG,IMT,0,26.16,NA
2.0,17.0,MRRALLEZ,AD Carry,EL ,SPY,0,10.67,EU
2.0,17.0,MRRALLEZ,AD Carry,EL ,UOL,1,26.66,EU
2.0,17.0,XMITHIE,Jungler,CLG,TL ,0,4.75,NA
2.0,17.0,XMITHIE,Jungler,CLG,FOX,1,14.94,NA
2.0,17.0,GAMSU,Top,FNC,GIA,1,15.38,EU
2.0,17.0,GAMSU,Top,FNC,VIT,0,11.14,EU
2.0,17.0,DARSHAN,Top,CLG,TL ,0,6.23,NA
2.0,17.0,DARSHAN,Top,CLG,FOX,1,24.22,NA
2.0,17.0,BALLS,Top,C9 ,REN,1,11.4,NA
2.0,17.0,BALLS,Top,C9 ,TIP,1,17.99,NA
2.0,17.0,BETSY,Mid,ROC,H2K,0,5.05,EU
2.0,17.0,BETSY,Mid,ROC,OG ,0,13.39,EU
2.0,17.0,SPIRIT,Jungler,FNC,GIA,1,20.96,EU
2.0,17.0,SPIRIT,Jungler,FNC,VIT,0,16.05,EU
2.0,17.0,FREEZE,AD Carry,REN,C9 ,0,19.86,NA
2.0,17.0,FREEZE,AD Carry,REN,TSM,1,21.42,NA
2.0,17.0,HAUNTZER,Top,TSM,TIP,1,15.38,NA
2.0,17.0,HAUNTZER,Top,TSM,REN,0,2.67,NA
2.0,17.0,ALTEC,AD Carry,NRG,IMT,0,13.2,NA
2.0,17.0,ALTEC,AD Carry,NRG,TL ,1,21.74,NA
2.0,17.0,YELLOWSTAR,Support,TSM,TIP,1,12.82,NA
2.0,17.0,YELLOWSTAR,Support,TSM,REN,0,1.41,NA
2.0,17.0,IMPACT,Top,NRG,IMT,0,14.84,NA
2.0,17.0,IMPACT,Top,NRG,TL ,1,25.68,NA
2.0,17.0,AMAZING,Jungler,OG ,UOL,1,17.12,EU
2.0,17.0,AMAZING,Jungler,OG ,ROC,1,12.24,EU
2.0,17.0,SVENSKEREN,Jungler,TSM,TIP,1,6.79,NA
2.0,17.0,SVENSKEREN,Jungler,TSM,REN,0,3.93,NA
2.0,17.0,APHROMOO,Support,CLG,TL ,0,2.83,NA
2.0,17.0,APHROMOO,Support,CLG,FOX,1,11.9,NA
2.0,17.0,POWEROFEVIL,Mid,OG ,UOL,1,0.0,EU
2.0,17.0,POWEROFEVIL,Mid,OG ,ROC,1,0.0,EU
2.0,17.0,SOAZ,Top,OG ,UOL,1,7.75,EU
2.0,17.0,SOAZ,Top,OG ,ROC,1,7.71,EU
2.0,17.0,KEITH,AD Carry,FOX,DIG,1,15.38,NA
2.0,17.0,KEITH,AD Carry,FOX,CLG,0,9.8,NA
2.0,17.0,MITHY,Support,OG ,UOL,1,12.53,EU
2.0,17.0,MITHY,Support,OG ,ROC,1,6.68,EU
2.0,17.0,SENCUX,Mid,SPY,EL ,1,18.26,EU
2.0,17.0,SENCUX,Mid,SPY,H2K,0,4.27,EU
2.0,17.0,RYU,Mid,H2K,ROC,1,12.32,EU
2.0,17.0,RYU,Mid,H2K,SPY,1,21.57,EU
2.0,17.0,KIREI,Jungler,DIG,FOX,0,18.89,NA
2.0,17.0,KIREI,Jungler,DIG,IMT,0,33.43,NA
2.0,17.0,KONKWON,Support,NRG,IMT,0,9.98,NA
2.0,17.0,KONKWON,Support,NRG,TL ,1,23.05,NA
2.0,17.0,KOBBE,AD Carry,SPY,EL ,1,17.43,EU
2.0,17.0,KOBBE,AD Carry,SPY,H2K,0,3.23,EU
2.0,17.0,STEVE,Top,EL ,SPY,0,7.72,EU
2.0,17.0,STEVE,Top,EL ,UOL,1,21.56,EU
2.0,17.0,KIWIKID,Support,DIG,FOX,0,23.05,NA
2.0,17.0,KIWIKID,Support,DIG,IMT,0,24.29,NA
2.0,17.0,PROCXIN,Jungler,TIP,TSM,0,12.43,NA
2.0,17.0,PROCXIN,Jungler,TIP,C9 ,0,18.01,NA
2.0,17.0,FROGGEN,Mid,FOX,DIG,1,21.14,NA
2.0,17.0,FROGGEN,Mid,FOX,CLG,0,17.38,NA
2.0,17.0,CRUMBZ,Jungler,REN,C9 ,0,11.6,NA
2.0,17.0,CRUMBZ,Jungler,REN,TSM,1,19.7,NA
2.0,17.0,GATE,Support,TIP,TSM,0,10.79,NA
2.0,17.0,GATE,Support,TIP,C9 ,0,6.6,NA
2.0,17.0,EIKA,Mid,EL ,SPY,0,16.67,EU
2.0,17.0,EIKA,Mid,EL ,UOL,1,15.19,EU
2.0,17.0,MOON,Jungler,NRG,IMT,0,8.09,NA
2.0,17.0,MOON,Jungler,NRG,TL ,1,32.39,NA
2.0,17.0,AIRWAKS,Jungler,ROC,H2K,0,1.06,EU
2.0,17.0,AIRWAKS,Jungler,ROC,OG ,0,25.95,EU
2.0,17.0,FREDY122,Top,ROC,H2K,0,2.04,EU
2.0,17.0,FREDY122,Top,ROC,OG ,0,14.0,EU
2.0,17.0,PIREAN,Mid,TIP,TSM,0,12.57,NA
2.0,17.0,PIREAN,Mid,TIP,C9 ,0,13.89,NA
2.0,17.0,XPEPII,Mid,GIA,FNC,0,4.16,EU
2.0,17.0,XPEPII,Mid,GIA,G2 ,0,1.93,EU
2.0,17.0,SERAPH,Top,REN,C9 ,0,18.86,NA
2.0,17.0,SERAPH,Top,REN,TSM,1,19.03,NA
2.0,17.0,WUNDERWEAR,Top,SPY,EL ,1,24.37,EU
2.0,17.0,WUNDERWEAR,Top,SPY,H2K,0,0.16,EU
2.0,17.0,BILLYBOSS,Top,DIG,FOX,0,23.49,NA
2.0,17.0,BILLYBOSS,Top,DIG,IMT,0,23.98,NA
2.0,17.0,HARD,Jungler,FOX,DIG,1,13.71,NA
2.0,17.0,HARD,Jungler,FOX,CLG,0,13.79,NA
2.0,17.0,GILIUS,Jungler,EL ,SPY,0,8.46,EU
2.0,17.0,GILIUS,Jungler,EL ,UOL,1,5.78,EU
2.0,17.0,BIG,Support,FOX,DIG,1,8.42,NA
2.0,17.0,BIG,Support,FOX,CLG,0,13.76,NA
2.0,17.0,TABZZ,AD Carry,ROC,H2K,0,6.71,EU
2.0,17.0,TABZZ,AD Carry,ROC,OG ,0,25.7,EU
2.0,17.0,TRASHY,Jungler,SPY,EL ,1,20.12,EU
2.0,17.0,TRASHY,Jungler,SPY,H2K,0,1.33,EU
2.0,17.0,SPRATTEL,Support,EL ,SPY,0,8.93,EU
2.0,17.0,SPRATTEL,Support,EL ,UOL,1,20.28,EU
2.0,17.0,NISBETH,Support,SPY,EL ,1,13.93,EU
2.0,17.0,NISBETH,Support,SPY,H2K,0,-0.72,EU
2.0,17.0,NOXIAK,Support,ROC,H2K,0,5.0,EU
2.0,17.0,NOXIAK,Support,ROC,OG ,0,21.45,EU
2.0,17.0,FENG,Top,TIP,TSM,0,15.8,NA
2.0,17.0,FENG,Top,TIP,C9 ,0,10.81,NA
2.0,17.0,KFO,Top,FOX,DIG,1,11.07,NA
2.0,17.0,KFO,Top,FOX,CLG,0,6.93,NA
2.0,17.0,HAKUHO,Support,REN,C9 ,0,10.54,NA
2.0,17.0,HAKUHO,Support,REN,TSM,1,12.11,NA
2.0,17.0,KLAJ,Support,FNC,GIA,1,2.76,EU
2.0,17.0,KLAJ,Support,FNC,VIT,0,11.17,EU
2.0,17.0,NINJA,Mid,REN,C9 ,0,25.52,NA
2.0,17.0,NINJA,Mid,REN,TSM,1,18.69,NA
2.0,17.0,G0DFRED,Support,GIA,FNC,0,1.33,EU
2.0,17.0,G0DFRED,Support,GIA,G2 ,0,0.18,EU
2.0,17.0,LOULEX,Jungler,UOL,OG ,0,12.99,EU
2.0,17.0,LOULEX,Jungler,UOL,EL ,0,8.59,EU
2.0,17.0,SMITTYJ,Top,GIA,FNC,0,-0.85,EU
2.0,17.0,SMITTYJ,Top,GIA,G2 ,0,2.11,EU
2.0,17.0,XPEKE,Mid,OG ,UOL,1,22.03,EU
2.0,17.0,XPEKE,Mid,OG ,ROC,1,9.31,EU
2.0,17.0,SONSTAR,AD Carry,GIA,FNC,0,3.23,EU
2.0,17.0,SONSTAR,AD Carry,GIA,G2 ,0,2.37,EU
2.0,17.0,WISDOM,Jungler,GIA,FNC,0,-0.43,EU
2.0,17.0,WISDOM,Jungler,GIA,G2 ,0,1.2,EU
2.0,18.0,WILDTURTLE,AD Carry,IMT,TSM,1,33.2,NA
2.0,18.0,WILDTURTLE,AD Carry,IMT,TIP,1,27.23,NA
2.0,18.0,POBELTER,Mid,IMT,TSM,1,33.56,NA
2.0,18.0,POBELTER,Mid,IMT,TIP,1,31.12,NA
2.0,18.0,PIGLET,AD Carry,TL ,DIG,1,21.96,NA
2.0,18.0,PIGLET,AD Carry,TL ,C9 ,1,36.57,NA
2.0,18.0,HUNI,Top,IMT,TSM,1,33.02,NA
2.0,18.0,HUNI,Top,IMT,TIP,1,32.55,NA
2.0,18.0,EMPEROR,AD Carry,G2 ,SPY,1,26.29,EU
2.0,18.0,EMPEROR,AD Carry,G2 ,UOL,1,19.92,EU
2.0,18.0,STEEELBACK,AD Carry,UOL,H2K,1,33.0,EU
2.0,18.0,STEEELBACK,AD Carry,UOL,G2 ,0,15.24,EU
2.0,18.0,REIGNOVER,Jungler,IMT,TSM,1,18.29,NA
2.0,18.0,REIGNOVER,Jungler,IMT,TIP,1,28.54,NA
2.0,18.0,PERKZ,Mid,G2 ,SPY,1,19.81,EU
2.0,18.0,PERKZ,Mid,G2 ,UOL,1,17.84,EU
2.0,18.0,TRICK,Jungler,G2 ,SPY,1,23.72,EU
2.0,18.0,TRICK,Jungler,G2 ,UOL,1,20.69,EU
2.0,18.0,ADRIAN,Support,IMT,TSM,1,22.61,NA
2.0,18.0,ADRIAN,Support,IMT,TIP,1,18.81,NA
2.0,18.0,JENSEN,Mid,C9 ,FOX,1,14.65,NA
2.0,18.0,JENSEN,Mid,C9 ,TL ,0,1.26,NA
2.0,18.0,FENIX,Mid,TL ,DIG,1,17.14,NA
2.0,18.0,FENIX,Mid,TL ,C9 ,1,24.97,NA
2.0,18.0,SNEAKY,AD Carry,C9 ,FOX,1,20.54,NA
2.0,18.0,SNEAKY,AD Carry,C9 ,TL ,0,3.09,NA
2.0,18.0,JANKOS,Jungler,H2K,UOL,0,10.05,EU
2.0,18.0,JANKOS,Jungler,H2K,EL ,1,34.86,EU
2.0,18.0,FORG1VENGRE,AD Carry,H2K,UOL,0,8.87,EU
2.0,18.0,FORG1VENGRE,AD Carry,H2K,EL ,1,29.13,EU
2.0,18.0,HJARNAN,AD Carry,VIT,ROC,0,26.82,EU
2.0,18.0,HJARNAN,AD Carry,VIT,SPY,1,23.06,EU
2.0,18.0,DOUBLELIFT,AD Carry,TSM,IMT,0,7.0,NA
2.0,18.0,DOUBLELIFT,AD Carry,TSM,NRG,0,27.39,NA
2.0,18.0,CABOCHARD,Top,VIT,ROC,0,24.96,EU
2.0,18.0,CABOCHARD,Top,VIT,SPY,1,15.53,EU
2.0,18.0,ODOAMNE,Top,H2K,UOL,0,0.87,EU
2.0,18.0,ODOAMNE,Top,H2K,EL ,1,25.22,EU
2.0,18.0,KIKIS,Top,G2 ,SPY,1,17.91,EU
2.0,18.0,KIKIS,Top,G2 ,UOL,1,15.84,EU
2.0,18.0,FOX,Mid,UOL,H2K,1,17.23,EU
2.0,18.0,FOX,Mid,UOL,G2 ,0,8.8,EU
2.0,18.0,NUKEDUCK,Mid,VIT,ROC,0,29.32,EU
2.0,18.0,NUKEDUCK,Mid,VIT,SPY,1,26.03,EU
2.0,18.0,DARDOCH,Jungler,TL ,DIG,1,18.0,NA
2.0,18.0,DARDOCH,Jungler,TL ,C9 ,1,33.78,NA
2.0,18.0,HYBRID,Support,G2 ,SPY,1,20.87,EU
2.0,18.0,HYBRID,Support,G2 ,UOL,1,15.01,EU
2.0,18.0,BJERGSEN,Mid,TSM,IMT,0,9.35,NA
2.0,18.0,BJERGSEN,Mid,TSM,NRG,0,27.39,NA
2.0,18.0,RUSH,Jungler,C9 ,FOX,1,25.03,NA
2.0,18.0,RUSH,Jungler,C9 ,TL ,0,2.22,NA
2.0,18.0,HUHI,Mid,CLG,NRG,1,18.36,NA
2.0,18.0,HUHI,Mid,CLG,DIG,1,16.46,NA
2.0,18.0,VANDER,Support,H2K,UOL,0,6.45,EU
2.0,18.0,VANDER,Support,H2K,EL ,1,30.97,EU
2.0,18.0,VIZICSACSI,Top,UOL,H2K,1,24.4,EU
2.0,18.0,VIZICSACSI,Top,UOL,G2 ,0,12.72,EU
2.0,18.0,STIXXAY,AD Carry,CLG,NRG,1,23.07,NA
2.0,18.0,STIXXAY,AD Carry,CLG,DIG,1,7.73,NA
2.0,18.0,FEBIVEN,Mid,FNC,EL ,0,13.09,EU
2.0,18.0,FEBIVEN,Mid,FNC,OG ,0,9.8,EU
2.0,18.0,ZVEN,AD Carry,OG ,GIA,1,22.28,EU
2.0,18.0,ZVEN,AD Carry,OG ,FNC,1,23.08,EU
2.0,18.0,LOURLO,Top,TL ,DIG,1,13.26,NA
2.0,18.0,LOURLO,Top,TL ,C9 ,1,28.86,NA
2.0,18.0,SHIPHTUR,Mid,DIG,TL ,0,13.27,NA
2.0,18.0,SHIPHTUR,Mid,DIG,CLG,0,1.1,NA
2.0,18.0,REKKLES,AD Carry,FNC,EL ,0,10.55,EU
2.0,18.0,REKKLES,AD Carry,FNC,OG ,0,12.32,EU
2.0,18.0,SHOOK,Jungler,VIT,ROC,0,17.94,EU
2.0,18.0,SHOOK,Jungler,VIT,SPY,1,20.01,EU
2.0,18.0,HYLISSANG,Support,UOL,H2K,1,18.33,EU
2.0,18.0,HYLISSANG,Support,UOL,G2 ,0,5.77,EU
2.0,18.0,HAI,Support,C9 ,FOX,1,19.33,NA
2.0,18.0,HAI,Support,C9 ,TL ,0,-1.1,NA
2.0,18.0,GBM,Mid,NRG,CLG,0,4.67,NA
2.0,18.0,GBM,Mid,NRG,TSM,1,27.77,NA
2.0,18.0,KASING,Support,VIT,ROC,0,23.16,EU
2.0,18.0,KASING,Support,VIT,SPY,1,18.62,EU
2.0,18.0,MATT,Support,TL ,DIG,1,12.65,NA
2.0,18.0,MATT,Support,TL ,C9 ,1,31.61,NA
2.0,18.0,MASH,AD Carry,TIP,REN,0,19.04,NA
2.0,18.0,MASH,AD Carry,TIP,IMT,0,16.57,NA
2.0,18.0,APOLLO,AD Carry,DIG,TL ,0,10.46,NA
2.0,18.0,APOLLO,AD Carry,DIG,CLG,0,3.27,NA
2.0,18.0,MRRALLEZ,AD Carry,EL ,FNC,1,27.26,EU
2.0,18.0,MRRALLEZ,AD Carry,EL ,H2K,0,3.57,EU
2.0,18.0,XMITHIE,Jungler,CLG,NRG,1,16.8,NA
2.0,18.0,XMITHIE,Jungler,CLG,DIG,1,10.93,NA
2.0,18.0,GAMSU,Top,FNC,EL ,0,9.6,EU
2.0,18.0,GAMSU,Top,FNC,OG ,0,9.41,EU
2.0,18.0,DARSHAN,Top,CLG,NRG,1,22.83,NA
2.0,18.0,DARSHAN,Top,CLG,DIG,1,11.04,NA
2.0,18.0,BALLS,Top,C9 ,FOX,1,18.39,NA
2.0,18.0,BALLS,Top,C9 ,TL ,0,3.58,NA
2.0,18.0,BETSY,Mid,ROC,VIT,1,17.35,EU
2.0,18.0,BETSY,Mid,ROC,GIA,0,8.03,EU
2.0,18.0,SPIRIT,Jungler,FNC,EL ,0,9.87,EU
2.0,18.0,SPIRIT,Jungler,FNC,OG ,0,6.02,EU
2.0,18.0,FREEZE,AD Carry,REN,TIP,1,32.24,NA
2.0,18.0,FREEZE,AD Carry,REN,FOX,1,18.19,NA
2.0,18.0,HAUNTZER,Top,TSM,IMT,0,3.44,NA
2.0,18.0,HAUNTZER,Top,TSM,NRG,0,19.2,NA
2.0,18.0,ALTEC,AD Carry,NRG,CLG,0,4.06,NA
2.0,18.0,ALTEC,AD Carry,NRG,TSM,1,28.38,NA
2.0,18.0,YELLOWSTAR,Support,TSM,IMT,0,4.38,NA
2.0,18.0,YELLOWSTAR,Support,TSM,NRG,0,17.58,NA
2.0,18.0,IMPACT,Top,NRG,CLG,0,2.15,NA
2.0,18.0,IMPACT,Top,NRG,TSM,1,24.42,NA
2.0,18.0,AMAZING,Jungler,OG ,GIA,1,14.33,EU
2.0,18.0,AMAZING,Jungler,OG ,FNC,1,13.57,EU
2.0,18.0,SVENSKEREN,Jungler,TSM,IMT,0,7.0,NA
2.0,18.0,SVENSKEREN,Jungler,TSM,NRG,0,16.63,NA
2.0,18.0,APHROMOO,Support,CLG,NRG,1,13.57,NA
2.0,18.0,APHROMOO,Support,CLG,DIG,1,10.08,NA
2.0,18.0,POWEROFEVIL,Mid,OG ,GIA,1,21.28,EU
2.0,18.0,POWEROFEVIL,Mid,OG ,FNC,1,0.0,EU
2.0,18.0,SOAZ,Top,OG ,GIA,1,12.38,EU
2.0,18.0,SOAZ,Top,OG ,FNC,1,18.1,EU
2.0,18.0,KEITH,AD Carry,FOX,C9 ,0,-0.41,NA
2.0,18.0,KEITH,AD Carry,FOX,REN,0,21.01,NA
2.0,18.0,MITHY,Support,OG ,GIA,1,12.2,EU
2.0,18.0,MITHY,Support,OG ,FNC,1,23.74,EU
2.0,18.0,SENCUX,Mid,SPY,G2 ,0,12.55,EU
2.0,18.0,SENCUX,Mid,SPY,VIT,0,1.95,EU
2.0,18.0,RYU,Mid,H2K,UOL,0,8.27,EU
2.0,18.0,RYU,Mid,H2K,EL ,1,24.91,EU
2.0,18.0,KIREI,Jungler,DIG,TL ,0,6.34,NA
2.0,18.0,KIREI,Jungler,DIG,CLG,0,0.38,NA
2.0,18.0,KONKWON,Support,NRG,CLG,0,2.3,NA
2.0,18.0,KONKWON,Support,NRG,TSM,1,22.38,NA
2.0,18.0,KOBBE,AD Carry,SPY,G2 ,0,14.75,EU
2.0,18.0,KOBBE,AD Carry,SPY,VIT,0,0.52,EU
2.0,18.0,STEVE,Top,EL ,FNC,1,15.88,EU
2.0,18.0,STEVE,Top,EL ,H2K,0,0.76,EU
2.0,18.0,KIWIKID,Support,DIG,TL ,0,2.2,NA
2.0,18.0,KIWIKID,Support,DIG,CLG,0,1.1,NA
2.0,18.0,PROCXIN,Jungler,TIP,REN,0,19.86,NA
2.0,18.0,PROCXIN,Jungler,TIP,IMT,0,16.81,NA
2.0,18.0,FROGGEN,Mid,FOX,C9 ,0,2.71,NA
2.0,18.0,FROGGEN,Mid,FOX,REN,0,20.78,NA
2.0,18.0,CRUMBZ,Jungler,REN,TIP,1,33.61,NA
2.0,18.0,CRUMBZ,Jungler,REN,FOX,1,10.47,NA
2.0,18.0,GATE,Support,TIP,REN,0,12.49,NA
2.0,18.0,GATE,Support,TIP,IMT,0,12.85,NA
2.0,18.0,EIKA,Mid,EL ,FNC,1,11.15,EU
2.0,18.0,EIKA,Mid,EL ,H2K,0,2.89,EU
2.0,18.0,MOON,Jungler,NRG,CLG,0,3.47,NA
2.0,18.0,MOON,Jungler,NRG,TSM,1,21.0,NA
2.0,18.0,AIRWAKS,Jungler,ROC,VIT,1,10.78,EU
2.0,18.0,AIRWAKS,Jungler,ROC,GIA,0,5.35,EU
2.0,18.0,FREDY122,Top,ROC,VIT,1,14.9,EU
2.0,18.0,FREDY122,Top,ROC,GIA,0,3.71,EU
2.0,18.0,PIREAN,Mid,TIP,REN,0,17.95,NA
2.0,18.0,PIREAN,Mid,TIP,IMT,0,7.22,NA
2.0,18.0,XPEPII,Mid,GIA,OG ,0,0.25,EU
2.0,18.0,XPEPII,Mid,GIA,ROC,1,18.64,EU
