Split,Week,Team,Opponent,Result,Points
6.0,21.0,FLY, TL,0.0,0.0
6.0,21.0,FLY,CLG,0.0,4.0
6.0,21.0,MSF,UOL,1.0,17.0
6.0,22.0,FLY,100,1.0,17.0
6.0,22.0,FLY, C9,0.0,10.0
6.0,23.0,FLY, CG,0.0,5.0
6.0,23.0,FLY,OPT,1.0,19.0
6.0,24.0,FLY, TL,0.0,3.0
6.0,24.0,FLY,100,0.0,3.0
6.0,25.0,FLY,TSM,0.0,4.0
6.0,25.0,FLY, CG,0.0,9.0
6.0,26.0,FLY,CLG,0.0,19.0
6.0,26.0,FLY,GGS,1.0,16.0
6.0,27.0,FLY,FOX,0.0,10.0
6.0,27.0,FLY, C9,1.0,20.0
6.0,30.0,VIT,H2K,1.0,14.0
6.0,30.0,SPY,FNC,0.0,3.0
6.0,30.0,G2 ,MSF,1.0,17.0
6.0,30.0,G2 ,ROC,0.0,11.0
6.0,31.0,G2 ,GIA,0.0,9.0
6.0,31.0,G2 ,FNC,0.0,8.0
6.0,31.0,VIT,GIA,1.0,12.0
6.0,31.0,SPY,UOL,1.0,20.0
6.0,31.0,VIT,FNC,1.0,18.0
6.0,31.0,SPY,ROC,0.0,8.0
6.0,32.0,G2 ,SPY,1.0,21.0
6.0,32.0,G2 ,H2K,1.0,21.0
6.0,32.0,VIT,MSF,0.0,8.0
6.0,32.0,SPY,S04,1.0,18.0
6.0,32.0,VIT,S04,1.0,20.0
6.0,32.0,SPY, G2,0.0,8.0
6.0,33.0,G2 ,S04,1.0,16.0
6.0,33.0,G2 ,UOL,1.0,20.0
6.0,33.0,VIT,UOL,1.0,18.0
6.0,33.0,SPY,MSF,1.0,14.0
6.0,33.0,VIT,ROC,1.0,16.0
6.0,33.0,SPY,H2K,1.0,14.0
6.0,34.0,VIT,SPY,1.0,26.0
6.0,34.0,GIA,UOL,1.0,19.0
6.0,34.0,SPY,VIT,0.0,0.0
6.0,34.0,VIT, G2,0.0,2.0
6.0,34.0,GIA,VIT,0.0,10.0
6.0,34.0,SPY,GIA,1.0,22.0
6.0,34.0,G2 ,VIT,1.0,19.0
6.0,34.0,G2 ,MSF,1.0,16.0
6.0,35.0,G2 ,ROC,1.0,22.0
6.0,35.0,G2 ,FNC,0.0,10.0
6.0,35.0,VIT,H2K,0.0,5.0
6.0,35.0,GIA, G2,1.0,16.0
6.0,35.0,SPY,FNC,0.0,8.0
6.0,35.0,VIT,GIA,0.0,4.0
6.0,35.0,GIA,H2K,1.0,13.0
6.0,35.0,SPY,UOL,0.0,5.0
6.0,36.0,G2 ,SPY,0.0,1.0
6.0,36.0,G2 ,GIA,1.0,13.0
6.0,36.0,VIT,MSF,0.0,7.0
6.0,36.0,GIA,ROC,1.0,16.0
6.0,36.0,SPY,S04,1.0,18.0
6.0,36.0,VIT,S04,1.0,22.0
6.0,36.0,GIA,S04,0.0,9.0
6.0,36.0,SPY, G2,1.0,21.0
6.0,37.0,FOX,FLY,1.0,19.0
6.0,37.0,FOX, CG,1.0,21.0
6.0,37.0,G2 ,H2K,0.0,9.0
6.0,37.0,G2 ,S04,0.0,5.0
6.0,37.0,VIT,FNC,0.0,14.0
6.0,37.0,GIA,MSF,1.0,12.0
6.0,37.0,SPY,ROC,1.0,22.0
6.0,37.0,VIT,UOL,1.0,22.0
6.0,37.0,GIA,FNC,0.0,2.0
6.0,37.0,SPY,MSF,1.0,18.0
6.0,38.0,VIT,ROC,0.0,6.0
6.0,38.0,GIA,SPY,0.0,1.0
6.0,38.0,SPY,H2K,1.0,18.0
6.0,38.0,VIT,SPY,1.0,12.0
6.0,38.0,GIA,UOL,0.0,3.0
6.0,38.0,SPY,VIT,0.0,10.0
6.0,38.0,FOX, C9,1.0,16.0
6.0,38.0,FOX,TSM,1.0,15.0
6.0,38.0,G2 ,UOL,1.0,16.0
6.0,38.0,G2 ,VIT,1.0,17.0
6.0,39.0,UOL,GIA,0.0,2.0
6.0,39.0,VIT, G2,0.0,14.0
6.0,39.0,GIA,VIT,1.0,17.0
6.0,39.0,ROC,S04,0.0,1.0
6.0,39.0,SPY,GIA,1.0,19.0
6.0,39.0,UOL,SPY,0.0,22.0
6.0,39.0,GIA,H2K,0.0,21.0
6.0,39.0,FNC,SPY,1.0,23.0
6.0,39.0,FOX,CLG,0.0,9.0
6.0,39.0,H2K,VIT,0.0,5.0
6.0,39.0,FNC,H2K,0.0,11.0
6.0,39.0,FOX,OPT,1.0,23.0
6.0,39.0,H2K,FNC,1.0,18.0
6.0,40.0,ROC, G2,1.0,19.0
6.0,40.0,UOL,S04,0.0,2.0
6.0,40.0,GIA,ROC,0.0,0.0
6.0,40.0,ROC,SPY,1.0,21.0
6.0,40.0,UOL,ROC,0.0,7.0
6.0,40.0,GIA, G2,0.0,18.0
6.0,40.0,FNC,VIT,0.0,9.0
6.0,40.0,FOX,GGS,1.0,19.0
6.0,40.0,H2K,MSF,0.0,2.0
6.0,40.0,FNC, G2,1.0,19.0
6.0,40.0,FOX, TL,1.0,16.0
6.0,40.0,H2K,GIA,0.0,6.0
6.0,41.0,FNC,MSF,0.0,16.0
6.0,41.0,FOX,100,1.0,20.0
6.0,41.0,H2K,UOL,0.0,3.0
6.0,41.0,FNC,ROC,1.0,20.0
6.0,41.0,FOX, C9,1.0,16.0
6.0,41.0,H2K, G2,0.0,2.0
6.0,41.0,ROC,UOL,1.0,15.0
6.0,41.0,UOL,H2K,1.0,20.0
6.0,41.0,GIA,S04,0.0,4.0
6.0,41.0,ROC,GIA,0.0,5.0
6.0,41.0,UOL,VIT,0.0,2.0
6.0,41.0,GIA,MSF,1.0,17.0
6.0,42.0,UOL,FNC,0.0,9.0
6.0,42.0,GIA,FNC,0.0,4.0
6.0,42.0,ROC,VIT,0.0,21.0
6.0,42.0,UOL, G2,0.0,5.0
6.0,42.0,GIA,SPY,0.0,2.0
6.0,42.0,FNC,UOL,1.0,14.0
6.0,42.0,FOX,TSM,0.0,6.0
6.0,42.0,H2K,SPY,0.0,5.0
6.0,42.0,FNC,GIA,1.0,17.0
6.0,42.0,FOX, TL,1.0,14.0
6.0,42.0,H2K,S04,0.0,2.0
6.0,42.0,ROC,FNC,0.0,4.0
6.0,43.0,ROC,MSF,1.0,19.0
6.0,43.0,UOL,MSF,0.0,2.0
6.0,43.0,ROC,H2K,0.0,10.0
6.0,43.0,UOL,GIA,1.0,20.0
6.0,43.0,FNC,S04,1.0,17.0
6.0,43.0,FOX,GGS,0.0,7.0
6.0,43.0,H2K,ROC,1.0,12.0
6.0,43.0,FNC,SPY,1.0,16.0
6.0,43.0,FOX,OPT,1.0,18.0
6.0,43.0,H2K,VIT,1.0,20.0
6.0,44.0,ROC,S04,1.0,12.0
6.0,44.0,UOL,SPY,1.0,21.0
6.0,44.0,ROC, G2,0.0,1.0
6.0,44.0,UOL,ROC,1.0,20.0
6.0,44.0,FNC,H2K,1.0,18.0
6.0,44.0,FOX, CG,0.0,9.0
6.0,44.0,H2K,FNC,0.0,4.0
6.0,44.0,FNC, G2,1.0,15.0
6.0,44.0,FOX,CLG,0.0,4.0
6.0,44.0,H2K,GIA,1.0,13.0
6.0,45.0,FNC,MSF,0.0,10.0
6.0,45.0,FOX,FLY,1.0,16.0
6.0,45.0,H2K,UOL,0.0,10.0
6.0,45.0,FNC,VIT,1.0,21.0
6.0,45.0,FOX,100,0.0,8.0
6.0,45.0,H2K,MSF,1.0,15.0
6.0,45.0,ROC,UOL,0.0,9.0
6.0,45.0,UOL,H2K,1.0,19.0
6.0,45.0,ROC,GIA,1.0,19.0
6.0,45.0,UOL,S04,1.0,19.0
6.0,46.0,UOL,VIT,0.0,1.0
6.0,46.0,ROC,FNC,0.0,1.0
6.0,46.0,TL ,OPT,1.0,14.0
6.0,46.0,UOL,FNC,0.0,2.0
6.0,46.0,TSM, TL,0.0,4.0
6.0,46.0,FNC,ROC,1.0,20.0
6.0,46.0,H2K, G2,1.0,17.0
6.0,46.0,TSM,FLY,0.0,9.0
6.0,46.0,FNC,UOL,1.0,16.0
6.0,46.0,H2K,SPY,0.0,4.0
6.0,46.0,C9 ,CLG,1.0,14.0
6.0,46.0,C9 ,GGS,1.0,17.0
6.0,46.0,CLG, C9,0.0,6.0
6.0,46.0,CLG,100,0.0,1.0
6.0,46.0,ROC,SPY,0.0,7.0
6.0,46.0,TL ,TSM,1.0,20.0
6.0,47.0,CLG, CG,0.0,4.0
6.0,47.0,CLG,GGS,1.0,19.0
6.0,47.0,ROC,VIT,1.0,21.0
6.0,47.0,TL ,100,0.0,10.0
6.0,47.0,UOL, G2,0.0,15.0
6.0,47.0,ROC,MSF,1.0,22.0
6.0,47.0,TL , CG,1.0,19.0
6.0,47.0,UOL,MSF,0.0,6.0
6.0,47.0,TSM,OPT,1.0,16.0
6.0,47.0,FNC,GIA,1.0,19.0
6.0,47.0,H2K,S04,1.0,22.0
6.0,47.0,TSM,FOX,0.0,19.0
6.0,47.0,FNC,S04,1.0,20.0
6.0,47.0,H2K,ROC,1.0,17.0
6.0,47.0,C9 ,FOX,0.0,11.0
6.0,47.0,C9 ,100,1.0,23.0
6.0,48.0,C9 ,OPT,1.0,17.0
6.0,48.0,C9 , CG,1.0,23.0
6.0,48.0,CLG,FOX,1.0,18.0
6.0,48.0,CLG,FLY,1.0,23.0
6.0,48.0,ROC,H2K,0.0,15.0
6.0,48.0,TL ,FLY,1.0,20.0
6.0,48.0,TL ,GGS,1.0,18.0
6.0,48.0,TSM,GGS,1.0,19.0
6.0,48.0,TSM,100,1.0,20.0
6.0,49.0,TSM, CG,0.0,15.0
6.0,49.0,TSM,CLG,1.0,17.0
6.0,49.0,C9 , TL,1.0,21.0
6.0,49.0,C9 ,FLY,1.0,14.0
6.0,49.0,CLG,OPT,0.0,6.0
6.0,49.0,CLG,TSM,0.0,5.0
6.0,49.0,TL , C9,0.0,0.0
6.0,49.0,TL ,FOX,0.0,12.0
6.0,50.0,TL ,GGS,0.0,8.0
6.0,50.0,TSM, C9,0.0,7.0
6.0,50.0,TSM, CG,0.0,4.0
6.0,50.0,C9 ,TSM,1.0,18.0
6.0,50.0,C9 ,FOX,0.0,5.0
6.0,50.0,CLG, TL,0.0,3.0
6.0,50.0,CLG,100,0.0,11.0
6.0,50.0,TL ,CLG,1.0,21.0
6.0,51.0,CLG, CG,0.0,10.0
6.0,51.0,CLG,GGS,0.0,6.0
6.0,51.0,TL ,FLY,1.0,13.0
6.0,51.0,TL ,FOX,0.0,2.0
6.0,51.0,TSM,FOX,1.0,16.0
6.0,51.0,TSM,OPT,1.0,21.0
6.0,51.0,C9 ,100,0.0,4.0
6.0,51.0,C9 , CG,1.0,19.0
6.0,52.0,C9 ,CLG,0.0,16.0
6.0,52.0,C9 ,GGS,1.0,15.0
6.0,52.0,CLG, C9,1.0,16.0
6.0,52.0,CLG, TL,1.0,21.0
6.0,52.0,TL ,100,1.0,20.0
6.0,52.0,TL ,CLG,0.0,3.0
6.0,52.0,TSM,FLY,1.0,20.0
6.0,52.0,TSM,100,0.0,10.0
6.0,53.0,TSM, TL,1.0,15.0
6.0,53.0,TSM, C9,1.0,19.0
6.0,53.0,C9 ,OPT,1.0,16.0
6.0,53.0,C9 ,TSM,0.0,6.0
6.0,53.0,CLG,FLY,1.0,13.0
6.0,53.0,CLG,FOX,1.0,20.0
6.0,53.0,TL ,TSM,0.0,5.0
6.0,53.0,TL , CG,1.0,19.0
6.0,54.0,TL ,OPT,1.0,18.0
6.0,54.0,TSM,GGS,1.0,22.0
6.0,54.0,TSM,CLG,1.0,19.0
6.0,54.0,C9 , TL,0.0,5.0
6.0,54.0,C9 ,FLY,0.0,3.0
6.0,54.0,CLG,OPT,0.0,6.0
6.0,54.0,CLG,TSM,0.0,2.0
6.0,54.0,TL , C9,1.0,16.0
7.0,10.0,CG , C9,1.0,15.0
7.0,10.0,CG ,FOX,0.0,2.0
7.0,10.0,OPT,GGS,1.0,15.0
7.0,10.0,GGS,OPT,0.0,6.0
7.0,10.0,OPT, C9,0.0,6.0
7.0,10.0,GGS, TL,1.0,19.0
7.0,10.0,100, TL,0.0,2.0
7.0,10.0,100,CLG,0.0,4.0
7.0,11.0,100,FLY,1.0,20.0
7.0,11.0,100, C9,1.0,18.0
7.0,11.0,CG ,TSM,1.0,19.0
7.0,11.0,CG ,CLG,0.0,6.0
7.0,11.0,OPT,FOX,1.0,18.0
7.0,11.0,GGS, C9,1.0,14.0
7.0,11.0,OPT,FLY,0.0,11.0
7.0,11.0,GGS,FOX,0.0,6.0
7.0,12.0,GGS,FLY,0.0,4.0
7.0,12.0,OPT,100,0.0,2.0
7.0,12.0,GGS,TSM,0.0,8.0
7.0,12.0,100, CG,1.0,20.0
7.0,12.0,100,OPT,1.0,20.0
7.0,12.0,CG ,100,0.0,12.0
7.0,12.0,CG , TL,1.0,16.0
7.0,12.0,OPT,CLG,0.0,0.0
7.0,13.0,CG ,GGS,0.0,7.0
7.0,13.0,CG ,OPT,1.0,17.0
7.0,13.0,OPT, TL,0.0,8.0
7.0,13.0,GGS, CG,1.0,21.0
7.0,13.0,OPT, CG,0.0,16.0
7.0,13.0,GGS,100,1.0,18.0
7.0,13.0,100,TSM,1.0,16.0
7.0,13.0,100,GGS,0.0,2.0
7.0,14.0,CG ,FLY,0.0,4.0
7.0,14.0,CG ,TSM,0.0,3.0
7.0,14.0,OPT,TSM,1.0,17.0
7.0,14.0,GGS,CLG,1.0,18.0
7.0,14.0,OPT, C9,1.0,19.0
7.0,14.0,GGS,FOX,0.0,5.0
7.0,14.0,100,FOX,1.0,19.0
7.0,14.0,100,FLY,0.0,17.0
7.0,15.0,100, CG,1.0,21.0
7.0,15.0,100,CLG,1.0,18.0
7.0,15.0,CG ,100,0.0,3.0
7.0,15.0,CG , TL,0.0,0.0
7.0,15.0,OPT,CLG,1.0,24.0
7.0,15.0,GGS, TL,0.0,7.0
7.0,15.0,OPT,GGS,1.0,14.0
7.0,15.0,GGS,OPT,0.0,19.0
7.0,16.0,GGS,TSM,0.0,2.0
7.0,16.0,OPT, CG,0.0,5.0
7.0,16.0,GGS,100,0.0,1.0
7.0,16.0,100, TL,0.0,7.0
7.0,16.0,100,GGS,1.0,19.0
7.0,16.0,CG , C9,0.0,2.0
7.0,16.0,CG ,OPT,1.0,20.0
7.0,16.0,OPT,FLY,1.0,20.0
7.0,17.0,CG ,FLY,0.0,6.0
7.0,17.0,CG ,GGS,1.0,22.0
7.0,17.0,OPT, TL,0.0,4.0
7.0,17.0,GGS, C9,0.0,4.0
7.0,17.0,OPT,FOX,1.0,17.0
7.0,17.0,GGS, CG,0.0,4.0
7.0,17.0,100,FOX,1.0,17.0
7.0,17.0,100,TSM,0.0,9.0
7.0,18.0,CG ,CLG,0.0,4.0
7.0,18.0,CG ,FOX,0.0,2.0
7.0,18.0,OPT,TSM,0.0,1.0
7.0,18.0,GGS,FLY,0.0,3.0
7.0,18.0,OPT,100,1.0,14.0
7.0,18.0,GGS,CLG,0.0,4.0
7.0,18.0,100, C9,0.0,6.0
7.0,18.0,100,OPT,0.0,11.0
7.0,19.0,S04,UOL,1.0,15.0
7.0,19.0,S04,FNC,0.0,9.0
7.0,20.0,S04, G2,0.0,3.0
7.0,20.0,S04,ROC,1.0,21.0
7.0,21.0,MSF,FNC,1.0,18.0
7.0,21.0,S04,MSF,0.0,0.0
7.0,21.0,S04,VIT,0.0,1.0
7.0,22.0,S04,GIA,1.0,17.0
7.0,22.0,S04,SPY,1.0,21.0
7.0,22.0,MSF,UOL,1.0,18.0
7.0,22.0,MSF,SPY,1.0,19.0
7.0,23.0,MSF,GIA,1.0,20.0
7.0,23.0,MSF,S04,1.0,22.0
7.0,23.0,S04,H2K,1.0,12.0
7.0,23.0,S04,UOL,1.0,15.0
7.0,24.0,MSF,H2K,1.0,19.0
7.0,24.0,MSF, G2,1.0,20.0
7.0,24.0,S04,FNC,0.0,1.0
7.0,24.0,S04, G2,1.0,15.0
7.0,25.0,MSF,VIT,1.0,17.0
7.0,25.0,MSF,ROC,1.0,17.0
7.0,25.0,S04,ROC,1.0,20.0
7.0,25.0,S04,MSF,1.0,16.0
7.0,26.0,S04,VIT,1.0,22.0
7.0,26.0,S04,GIA,1.0,17.0
7.0,26.0,MSF,FNC,0.0,0.0
7.0,26.0,MSF,UOL,1.0,19.0
7.0,27.0,MSF,SPY,0.0,4.0
7.0,27.0,MSF,GIA,0.0,3.0
7.0,27.0,S04,SPY,1.0,19.0
7.0,27.0,S04,H2K,0.0,4.0
7.0,28.0,MSF,S04,0.0,9.0
7.0,28.0,MSF,H2K,1.0,14.0
7.0,28.0,FLY,FOX,0.0,2.0
7.0,28.0,FLY,TSM,0.0,1.0
7.0,29.0,FLY,100,0.0,0.0
7.0,29.0,FLY,OPT,1.0,16.0
7.0,29.0,MSF, G2,0.0,5.0
7.0,29.0,MSF,VIT,0.0,2.0
7.0,30.0,FLY,GGS,1.0,18.0
7.0,30.0,FLY,CLG,1.0,20.0
7.0,30.0,MSF,ROC,0.0,6.0
7.0,31.0,FLY, C9,0.0,5.0
7.0,31.0,FLY, TL,1.0,20.0
7.0,32.0,FLY, CG,1.0,21.0
7.0,32.0,FLY,100,1.0,8.0
7.0,33.0,FLY,FOX,0.0,3.0
7.0,33.0,FLY,TSM,1.0,13.0
7.0,34.0,FLY,OPT,0.0,12.0
7.0,34.0,FLY, TL,0.0,10.0
7.0,35.0,FLY, CG,1.0,18.0
7.0,35.0,FLY,CLG,1.0,19.0
7.0,36.0,FLY,GGS,1.0,19.0
7.0,36.0,FLY, C9,0.0,1.0
7.0,39.0,G2 ,ROC,1.0,17.0
7.0,39.0,G2 ,SPY,1.0,18.0
7.0,39.0,VIT,SPY,1.0,20.0
7.0,39.0,SPY,VIT,0.0,1.0
7.0,40.0,G2 ,S04,1.0,19.0
7.0,40.0,G2 ,H2K,1.0,20.0
7.0,40.0,VIT,GIA,1.0,20.0
7.0,40.0,SPY, G2,0.0,8.0
7.0,40.0,VIT,ROC,0.0,19.0
7.0,40.0,SPY,MSF,0.0,4.0
7.0,41.0,G2 ,FNC,1.0,14.0
7.0,41.0,G2 ,UOL,1.0,16.0
7.0,41.0,VIT,FNC,0.0,0.0
7.0,41.0,SPY,UOL,0.0,1.0
7.0,41.0,VIT,UOL,1.0,19.0
7.0,41.0,SPY,H2K,1.0,20.0
7.0,42.0,VIT,S04,1.0,19.0
7.0,42.0,SPY,ROC,1.0,18.0
7.0,42.0,VIT,H2K,1.0,21.0
7.0,42.0,SPY,FNC,1.0,17.0
7.0,42.0,G2 ,MSF,0.0,6.0
7.0,42.0,G2 ,GIA,0.0,6.0
7.0,43.0,G2 ,VIT,1.0,19.0
7.0,43.0,G2 ,ROC,0.0,3.0
7.0,43.0,VIT,MSF,0.0,6.0
7.0,43.0,GIA,H2K,1.0,22.0
7.0,43.0,SPY,S04,0.0,1.0
7.0,43.0,VIT, G2,0.0,5.0
7.0,43.0,GIA,VIT,0.0,2.0
7.0,43.0,SPY,GIA,1.0,21.0
7.0,44.0,G2 ,SPY,1.0,19.0
7.0,44.0,G2 ,S04,0.0,1.0
7.0,44.0,VIT,SPY,0.0,4.0
7.0,44.0,GIA,UOL,0.0,2.0
7.0,44.0,SPY,VIT,1.0,16.0
7.0,44.0,VIT,GIA,1.0,16.0
7.0,44.0,GIA,MSF,0.0,5.0
7.0,44.0,SPY, G2,0.0,2.0
7.0,45.0,G2 ,H2K,1.0,18.0
7.0,45.0,G2 ,FNC,0.0,5.0
7.0,45.0,VIT,ROC,1.0,18.0
7.0,45.0,GIA,ROC,0.0,8.0
7.0,45.0,SPY,MSF,1.0,15.0
7.0,45.0,VIT,FNC,1.0,17.0
7.0,45.0,GIA,FNC,0.0,2.0
7.0,45.0,SPY,UOL,1.0,19.0
7.0,46.0,VIT,UOL,1.0,21.0
7.0,46.0,GIA,S04,0.0,7.0
7.0,46.0,SPY,H2K,0.0,4.0
7.0,46.0,VIT,S04,0.0,7.0
7.0,46.0,GIA, G2,1.0,15.0
7.0,46.0,SPY,ROC,1.0,21.0
7.0,46.0,FOX,FLY,1.0,18.0
7.0,46.0,FOX, CG,1.0,15.0
7.0,46.0,G2 ,UOL,1.0,17.0
7.0,46.0,G2 ,MSF,1.0,17.0
7.0,47.0,G2 ,GIA,1.0,18.0
7.0,47.0,G2 ,VIT,0.0,2.0
7.0,47.0,VIT,H2K,1.0,18.0
7.0,47.0,GIA,SPY,0.0,11.0
7.0,47.0,SPY,FNC,0.0,12.0
7.0,47.0,VIT,MSF,1.0,20.0
7.0,47.0,GIA,H2K,1.0,18.0
7.0,47.0,SPY,S04,0.0,7.0
7.0,47.0,FOX,OPT,0.0,6.0
7.0,47.0,FOX,GGS,1.0,15.0
7.0,48.0,UOL,S04,0.0,9.0
7.0,48.0,VIT, G2,1.0,21.0
7.0,48.0,GIA,VIT,0.0,12.0
7.0,48.0,ROC, G2,0.0,0.0
7.0,48.0,SPY,GIA,1.0,19.0
7.0,48.0,UOL,MSF,0.0,1.0
7.0,48.0,GIA,UOL,0.0,8.0
7.0,48.0,FNC,MSF,0.0,0.0
7.0,48.0,FOX, TL,0.0,0.0
7.0,48.0,H2K,GIA,0.0,7.0
7.0,48.0,FNC,S04,1.0,12.0
7.0,48.0,FOX, C9,1.0,16.0
7.0,48.0,H2K,ROC,0.0,1.0
7.0,49.0,FNC,H2K,1.0,19.0
7.0,49.0,FOX,CLG,0.0,6.0
7.0,49.0,H2K,FNC,0.0,2.0
7.0,49.0,FNC,VIT,1.0,20.0
7.0,49.0,FOX,TSM,1.0,17.0
7.0,49.0,H2K, G2,0.0,1.0
7.0,49.0,ROC,H2K,1.0,19.0
7.0,49.0,UOL,GIA,1.0,17.0
7.0,49.0,GIA,MSF,1.0,21.0
7.0,49.0,ROC,VIT,1.0,14.0
7.0,49.0,UOL,SPY,1.0,20.0
7.0,49.0,GIA,ROC,1.0,13.0
7.0,50.0,UOL,VIT,0.0,1.0
7.0,50.0,GIA,FNC,0.0,4.0
7.0,50.0,ROC,GIA,1.0,11.0
7.0,50.0,UOL, G2,0.0,4.0
7.0,50.0,GIA,S04,0.0,6.0
7.0,50.0,FNC, G2,0.0,5.0
7.0,50.0,FOX,100,0.0,6.0
7.0,50.0,H2K,SPY,0.0,3.0
7.0,50.0,FNC,GIA,1.0,20.0
7.0,50.0,FOX,GGS,1.0,17.0
7.0,50.0,H2K,MSF,0.0,2.0
7.0,50.0,ROC,S04,0.0,1.0
7.0,51.0,ROC,SPY,0.0,14.0
7.0,51.0,UOL,ROC,0.0,3.0
7.0,51.0,GIA, G2,0.0,6.0
7.0,51.0,ROC,UOL,1.0,17.0
7.0,51.0,UOL,H2K,1.0,19.0
7.0,51.0,GIA,SPY,0.0,2.0
7.0,51.0,FNC,SPY,0.0,6.0
7.0,51.0,FOX,FLY,1.0,19.0
7.0,51.0,H2K,VIT,0.0,1.0
7.0,51.0,FNC,ROC,1.0,21.0
7.0,51.0,FOX, C9,0.0,12.0
7.0,51.0,H2K,UOL,0.0,6.0
7.0,52.0,ROC,FNC,0.0,2.0
7.0,52.0,UOL,FNC,0.0,2.0
7.0,52.0,ROC,MSF,0.0,3.0
7.0,52.0,UOL,S04,0.0,11.0
7.0,52.0,FNC,UOL,1.0,20.0
7.0,52.0,FOX,CLG,1.0,18.0
7.0,52.0,H2K,S04,0.0,13.0
7.0,52.0,FNC,MSF,1.0,19.0
7.0,52.0,FOX,TSM,1.0,14.0
7.0,52.0,H2K,GIA,0.0,4.0
7.0,53.0,FNC,S04,1.0,19.0
7.0,53.0,FOX,100,0.0,2.0
7.0,53.0,H2K,ROC,0.0,2.0
7.0,53.0,FNC,H2K,1.0,23.0
7.0,53.0,FOX,OPT,0.0,9.0
7.0,53.0,H2K,FNC,0.0,1.0
7.0,53.0,ROC, G2,1.0,19.0
7.0,53.0,UOL,MSF,0.0,3.0
7.0,53.0,ROC,H2K,1.0,21.0
7.0,53.0,UOL,GIA,1.0,18.0
7.0,54.0,UOL,SPY,0.0,5.0
7.0,54.0,ROC,S04,0.0,8.0
7.0,54.0,UOL,VIT,0.0,4.0
7.0,54.0,FNC,VIT,0.0,3.0
7.0,54.0,FOX, TL,0.0,10.0
7.0,54.0,H2K, G2,0.0,6.0
7.0,54.0,FNC, G2,1.0,18.0
7.0,54.0,FOX, CG,1.0,19.0
7.0,54.0,H2K,SPY,1.0,21.0
7.0,54.0,ROC,VIT,0.0,5.0
7.0,55.0,CLG,TSM,0.0,7.0
7.0,55.0,CLG,100,1.0,21.0
7.0,55.0,ROC,GIA,0.0,12.0
7.0,55.0,TL ,100,1.0,18.0
7.0,55.0,UOL, G2,0.0,10.0
7.0,55.0,ROC,SPY,0.0,9.0
7.0,55.0,TL ,GGS,0.0,3.0
7.0,55.0,UOL,ROC,1.0,13.0
7.0,55.0,TSM,CLG,1.0,19.0
7.0,55.0,FNC,GIA,1.0,16.0
7.0,55.0,H2K,MSF,0.0,10.0
7.0,55.0,TSM,FLY,1.0,20.0
7.0,55.0,FNC,SPY,1.0,18.0
7.0,55.0,H2K,VIT,0.0,8.0
7.0,55.0,C9 , CG,0.0,5.0
7.0,55.0,C9 ,OPT,1.0,16.0
7.0,56.0,C9 ,GGS,0.0,19.0
7.0,56.0,C9 ,100,0.0,7.0
7.0,56.0,CLG, TL,0.0,3.0
7.0,56.0,CLG, CG,1.0,23.0
7.0,56.0,ROC,UOL,0.0,6.0
7.0,56.0,TL ,CLG,1.0,20.0
7.0,56.0,UOL,H2K,1.0,20.0
7.0,56.0,ROC,FNC,0.0,6.0
7.0,56.0,TL ,TSM,1.0,18.0
7.0,56.0,UOL,FNC,1.0,14.0
7.0,56.0,TSM, CG,0.0,9.0
7.0,56.0,FNC,ROC,1.0,14.0
7.0,56.0,H2K,UOL,0.0,2.0
7.0,56.0,TSM, TL,0.0,1.0
7.0,56.0,FNC,UOL,0.0,11.0
7.0,56.0,H2K,S04,1.0,17.0
7.0,57.0,TSM, C9,1.0,17.0
7.0,57.0,TSM,GGS,1.0,18.0
7.0,57.0,C9 ,TSM,0.0,14.0
7.0,57.0,C9 ,FOX,0.0,10.0
7.0,57.0,CLG,OPT,1.0,18.0
7.0,57.0,CLG,FLY,0.0,6.0
7.0,57.0,ROC,MSF,1.0,18.0
7.0,57.0,TL ,FOX,1.0,18.0
7.0,57.0,TL , CG,0.0,4.0
7.0,58.0,TL ,FLY,0.0,0.0
7.0,58.0,TSM,100,0.0,9.0
7.0,58.0,TSM,FOX,0.0,3.0
7.0,58.0,C9 ,FLY,1.0,18.0
7.0,58.0,C9 ,CLG,0.0,10.0
7.0,58.0,CLG,FOX,1.0,21.0
7.0,58.0,CLG, C9,1.0,24.0
7.0,58.0,TL ,OPT,1.0,15.0
7.0,59.0,CLG,GGS,0.0,3.0
7.0,59.0,TL , C9,0.0,6.0
7.0,59.0,CLG, TL,0.0,4.0
7.0,59.0,TL ,CLG,1.0,17.0
7.0,59.0,TSM,OPT,0.0,5.0
7.0,59.0,TSM, CG,1.0,19.0
7.0,59.0,C9 , TL,1.0,16.0
7.0,59.0,C9 ,OPT,0.0,5.0
7.0,60.0,TL ,GGS,1.0,21.0
7.0,60.0,C9 ,TSM,1.0,17.0
7.0,60.0,TL , CG,1.0,21.0
7.0,60.0,C9 ,FOX,1.0,15.0
7.0,60.0,CLG,OPT,0.0,4.0
7.0,60.0,CLG,100,0.0,9.0
7.0,60.0,TSM, C9,0.0,7.0
7.0,60.0,TSM,FLY,0.0,5.0
7.0,61.0,TSM,GGS,1.0,21.0
7.0,61.0,TSM,FOX,0.0,17.0
7.0,61.0,TL ,100,1.0,21.0
7.0,61.0,C9 , CG,1.0,18.0
7.0,61.0,TL ,FLY,1.0,16.0
7.0,61.0,C9 ,CLG,1.0,18.0
