Split,Week,Player,Position,Team,Opponent,Result,Points,TeamPoints
1.0,4.0,SMOOTHIE,Support,TDK,CLG,0.0,12.92,11.0
1.0,4.0,FORG1VEN,AD Carry,GMB,GIA,1.0,15.71,3.0
1.0,4.0,BODYDROP,Support,NME, C9,1.0,14.14,1.0
1.0,5.0,DOUBLELIFT,AD Carry,CLG,TSM,0.0,14.79,8.0
1.0,5.0,RUSH,Jungler,TIP, C9,1.0,33.45,18.0
1.0,5.0,REKKLES,AD Carry,FNC,GMB,1.0,18.84,18.0
1.0,5.0,FENIX,Mid,TL , GV,0.0,18.46,3.0
1.0,5.0,HUNI,Top,FNC,GMB,1.0,21.89,18.0
1.0,5.0,ZVEN,AD Carry,OG , CW,1.0,14.81,22.0
1.0,5.0,BJERGSEN,Mid,TSM,CLG,1.0,26.07,20.0
1.0,5.0,ADRIAN,Support,TIP, C9,1.0,29.8,18.0
1.0,5.0,POBELTER,Mid,CLG,TSM,0.0,11.09,8.0
1.0,5.0,APHROMOO,Support,CLG,TSM,0.0,10.39,8.0
1.0,5.0,HAUNTZER,Top,GV , TL,1.0,10.52,19.0
1.0,5.0,XPEKE,Mid,OG , CW,1.0,12.87,22.0
1.0,5.0,KEANE,Mid,GV , TL,1.0,25.77,19.0
1.0,5.0,SOAZ,Top,OG , CW,1.0,7.8,22.0
1.0,5.0,SNEAKY,AD Carry,C9 ,TIP,0.0,5.7,7.0
1.0,5.0,COREJJ,AD Carry,DIG,TDK,0.0,18.46,21.0
1.0,5.0,XMITHIE,Jungler,CLG,TSM,0.0,7.33,8.0
1.0,5.0,KASING,Support,H2K, SK,0.0,10.79,13.0
1.0,5.0,CANDYPANDA,AD Carry,SK ,H2K,1.0,28.37,10.0
1.0,5.0,PEPIINERO,Mid,GIA, EL,0.0,13.32,21.0
1.0,5.0,SANTORIN,Jungler,TSM,CLG,1.0,30.14,20.0
1.0,5.0,GAMSU,Top,DIG,TDK,0.0,17.76,21.0
1.0,5.0,MOVE,Jungler,GV , TL,1.0,18.61,19.0
1.0,5.0,STEVE,Top,ROC,UOL,1.0,19.53,18.0
1.0,5.0,FROGGEN,Mid,EL ,GIA,1.0,14.38,3.0
1.0,5.0,JENSEN,Mid,C9 ,TDK,1.0,25.58,18.0
1.0,5.0,DYRUS,Top,TSM, T8,1.0,12.69,17.0
1.0,5.0,HELIOS,Jungler,DIG,TDK,0.0,12.98,21.0
1.0,5.0,LATTMAN,AD Carry,TDK,DIG,1.0,0.0,11.0
1.0,5.0,YOUNGBUCK,Top,CW , OG,0.0,3.55,3.0
1.0,5.0,JANKOS,Jungler,ROC, CW,1.0,30.08,20.0
1.0,5.0,SERAPH,Top,TDK, C9,0.0,10.94,3.0
1.0,5.0,FREDY122,Top,SK , EL,0.0,27.1,16.0
1.0,5.0,PORPOISE8,Jungler,T8 ,TSM,0.0,12.81,9.0
1.0,5.0,OTTER,AD Carry,NME,DIG,0.0,10.87,2.0
1.0,5.0,VANDER,Support,ROC, CW,1.0,21.62,20.0
1.0,5.0,CALITRLOLZ8,Top,T8 ,TSM,0.0,13.89,9.0
1.0,5.0,FR3DERIC,Jungler,GIA,UOL,1.0,13.07,12.0
1.0,5.0,G0DFRED,Support,GIA,UOL,1.0,15.56,12.0
1.0,5.0,HYLISSANG,Support,UOL,GIA,0.0,10.57,13.0
1.0,5.0,KIWIKID,Support,DIG,NME,1.0,19.87,19.0
1.0,5.0,LEMONNATION,Support,C9 ,TDK,1.0,21.17,18.0
1.0,5.0,KIKIS,Jungler,UOL,GIA,0.0,14.09,13.0
1.0,5.0,FLARESZ,Top,NME, T8,0.0,24.47,7.0
1.0,5.0,GOLDENGLUE,Mid,T8 ,NME,1.0,34.51,18.0
1.0,5.0,DIAMONDPROX,Jungler,GMB,FNC,0.0,13.93,8.0
1.0,5.0,EMPEROR,AD Carry,TDK,DIG,1.0,30.38,11.0
1.0,5.0,DOUBLELIFT,AD Carry,CLG,TSM,0.0,14.79,5.0
1.0,5.0,RUSH,Jungler,TIP, C9,1.0,33.45,19.0
1.0,5.0,REKKLES,AD Carry,FNC,GMB,1.0,18.84,19.0
1.0,5.0,FENIX,Mid,TL , GV,0.0,18.46,8.0
1.0,5.0,HUNI,Top,FNC,GMB,1.0,21.89,19.0
1.0,5.0,ZVEN,AD Carry,OG , CW,1.0,14.81,17.0
1.0,5.0,BJERGSEN,Mid,TSM,CLG,1.0,26.07,19.0
1.0,5.0,ADRIAN,Support,TIP, C9,1.0,29.8,19.0
1.0,5.0,POBELTER,Mid,CLG,TSM,0.0,11.09,5.0
1.0,5.0,APHROMOO,Support,CLG,TSM,0.0,10.39,5.0
1.0,5.0,HAUNTZER,Top,GV , TL,1.0,10.52,18.0
1.0,5.0,XPEKE,Mid,OG , CW,1.0,12.87,17.0
1.0,5.0,KEANE,Mid,GV , TL,1.0,25.77,18.0
1.0,5.0,SOAZ,Top,OG , CW,1.0,7.8,17.0
1.0,5.0,SNEAKY,AD Carry,C9 ,TIP,0.0,5.7,6.0
1.0,5.0,COREJJ,AD Carry,DIG,TDK,0.0,18.46,8.0
1.0,5.0,XMITHIE,Jungler,CLG,TSM,0.0,7.33,5.0
1.0,5.0,KASING,Support,H2K, SK,0.0,10.79,5.0
1.0,5.0,CANDYPANDA,AD Carry,SK ,H2K,1.0,28.37,22.0
1.0,5.0,PEPIINERO,Mid,GIA, EL,0.0,13.32,4.0
1.0,5.0,SANTORIN,Jungler,TSM,CLG,1.0,30.14,19.0
1.0,5.0,GAMSU,Top,DIG,TDK,0.0,17.76,8.0
1.0,5.0,MOVE,Jungler,GV , TL,1.0,18.61,18.0
1.0,5.0,STEVE,Top,ROC,UOL,1.0,19.53,21.0
1.0,5.0,FROGGEN,Mid,EL ,GIA,1.0,14.38,20.0
1.0,5.0,JENSEN,Mid,C9 ,TDK,1.0,25.58,6.0
1.0,5.0,DYRUS,Top,TSM, T8,1.0,12.69,3.0
1.0,5.0,HELIOS,Jungler,DIG,TDK,0.0,12.98,8.0
1.0,5.0,LATTMAN,AD Carry,TDK,DIG,1.0,0.0,15.0
1.0,5.0,YOUNGBUCK,Top,CW , OG,0.0,3.55,5.0
1.0,5.0,JANKOS,Jungler,ROC, CW,1.0,30.08,9.0
1.0,5.0,SERAPH,Top,TDK, C9,0.0,10.94,19.0
1.0,5.0,FREDY122,Top,SK , EL,0.0,27.1,18.0
1.0,5.0,PORPOISE8,Jungler,T8 ,TSM,0.0,12.81,22.0
1.0,5.0,OTTER,AD Carry,NME,DIG,0.0,10.87,4.0
1.0,5.0,VANDER,Support,ROC, CW,1.0,21.62,9.0
1.0,5.0,CALITRLOLZ8,Top,T8 ,TSM,0.0,13.89,22.0
1.0,5.0,FR3DERIC,Jungler,GIA,UOL,1.0,13.07,15.0
1.0,5.0,G0DFRED,Support,GIA,UOL,1.0,15.56,15.0
1.0,5.0,HYLISSANG,Support,UOL,GIA,0.0,10.57,13.0
1.0,5.0,KIWIKID,Support,DIG,NME,1.0,19.87,19.0
1.0,5.0,LEMONNATION,Support,C9 ,TDK,1.0,21.17,6.0
1.0,5.0,KIKIS,Jungler,UOL,GIA,0.0,14.09,13.0
1.0,5.0,FLARESZ,Top,NME, T8,0.0,24.47,16.0
1.0,5.0,GOLDENGLUE,Mid,T8 ,NME,1.0,34.51,16.0
1.0,5.0,DIAMONDPROX,Jungler,GMB,FNC,0.0,13.93,9.0
1.0,5.0,EMPEROR,AD Carry,TDK,DIG,1.0,30.38,15.0
1.0,5.0,APOLLO,AD Carry,TIP, GV,0.0,35.3,12.0
1.0,5.0,PIGLET,AD Carry,TL ,CLG,1.0,21.43,19.0
1.0,5.0,IMPACT,Top,TIP, GV,0.0,31.72,12.0
1.0,5.0,FEBIVEN,Mid,FNC,H2K,1.0,21.73,21.0
1.0,5.0,HJARNAN,AD Carry,H2K,FNC,0.0,13.61,4.0
1.0,5.0,QUAS,Top,TL ,CLG,1.0,25.2,19.0
1.0,5.0,YELLOWSTAR,Support,FNC,H2K,1.0,21.79,21.0
1.0,5.0,ALTEC,AD Carry,GV ,TIP,1.0,30.45,12.0
1.0,5.0,RYU,Mid,H2K,FNC,0.0,15.67,4.0
1.0,5.0,IWDOMINATE,Jungler,TL ,CLG,1.0,22.03,19.0
1.0,5.0,DARSHAN,Top,CLG, TL,0.0,9.76,3.0
1.0,5.0,XIAOWEIXIAO,Mid,TIP, GV,0.0,33.36,12.0
1.0,5.0,REIGNOVER,Jungler,FNC,H2K,1.0,22.74,21.0
1.0,5.0,XPECIAL,Support,TL ,CLG,1.0,15.64,19.0
1.0,5.0,FOX,Mid,SK , EL,0.0,23.05,16.0
1.0,5.0,NUKEDUCK,Mid,ROC, CW,1.0,26.66,20.0
1.0,5.0,ADRYH,AD Carry,GIA,UOL,1.0,22.97,12.0
1.0,5.0,ODOAMNE,Top,H2K,FNC,0.0,9.2,4.0
1.0,5.0,AMAZING,Jungler,OG ,GMB,1.0,28.84,20.0
1.0,5.0,POWEROFEVIL,Mid,UOL,GIA,0.0,20.2,13.0
1.0,5.0,MITHY,Support,OG ,GMB,1.0,21.57,20.0
1.0,5.0,NIEN,AD Carry,T8 ,TSM,0.0,13.39,9.0
1.0,5.0,SHIPHTUR,Mid,DIG,NME,1.0,15.9,19.0
1.0,5.0,BUNNY FUFUU,Support,GV ,TIP,1.0,24.89,12.0
1.0,5.0,VIZICSACSI,Top,UOL,GIA,0.0,18.48,13.0
1.0,5.0,WERLYB,Top,GIA,UOL,1.0,16.5,12.0
1.0,5.0,WILDTURTLE,AD Carry,TSM, T8,1.0,20.64,17.0
1.0,5.0,JENSEN,Mid,C9 ,TIP,0.0,5.83,7.0
1.0,5.0,DYRUS,Top,TSM,CLG,1.0,22.19,20.0
1.0,5.0,MRRALLEZ,AD Carry,ROC, CW,1.0,22.13,20.0
1.0,5.0,SOREN,Mid,CW ,ROC,0.0,12.63,4.0
1.0,5.0,METEOS,Jungler,C9 ,TDK,1.0,30.7,18.0
1.0,5.0,NYPH,Support,EL , SK,1.0,21.41,20.0
1.0,5.0,SHOOK,Jungler,CW ,ROC,0.0,14.21,4.0
1.0,5.0,JANKOS,Jungler,ROC,UOL,1.0,21.37,18.0
1.0,5.0,SERAPH,Top,TDK,DIG,1.0,18.8,11.0
1.0,5.0,FREDY122,Top,SK ,H2K,1.0,22.15,10.0
1.0,5.0,PORPOISE8,Jungler,T8 ,NME,1.0,27.15,18.0
1.0,5.0,OTTER,AD Carry,NME, T8,0.0,29.12,7.0
1.0,5.0,VANDER,Support,ROC,UOL,1.0,20.6,18.0
1.0,5.0,CALITRLOLZ8,Top,T8 ,NME,1.0,36.88,18.0
1.0,5.0,FR3DERIC,Jungler,GIA, EL,0.0,12.8,21.0
1.0,5.0,G0DFRED,Support,GIA, EL,0.0,9.33,21.0
1.0,5.0,HYLISSANG,Support,UOL,ROC,0.0,9.1,13.0
1.0,5.0,KIWIKID,Support,DIG,TDK,0.0,12.73,21.0
1.0,5.0,LEMONNATION,Support,C9 ,TIP,0.0,3.73,7.0
1.0,5.0,KIKIS,Jungler,UOL,ROC,0.0,13.69,13.0
1.0,5.0,SMOOTHIE,Support,TDK, C9,0.0,8.26,3.0
1.0,5.0,FORG1VEN,AD Carry,GMB, OG,0.0,6.51,6.0
1.0,5.0,BODYDROP,Support,NME,DIG,0.0,6.59,2.0
1.0,5.0,NINJA,Mid,TDK,DIG,1.0,18.92,11.0
1.0,5.0,APOLLO,AD Carry,TIP, GV,0.0,35.3,19.0
1.0,5.0,PIGLET,AD Carry,TL ,CLG,1.0,21.43,4.0
1.0,5.0,IMPACT,Top,TIP, GV,0.0,31.72,19.0
1.0,5.0,FEBIVEN,Mid,FNC,H2K,1.0,21.73,16.0
1.0,5.0,HJARNAN,AD Carry,H2K,FNC,0.0,13.61,11.0
1.0,5.0,QUAS,Top,TL ,CLG,1.0,25.2,4.0
1.0,5.0,YELLOWSTAR,Support,FNC,H2K,1.0,21.79,16.0
1.0,5.0,ALTEC,AD Carry,GV ,TIP,1.0,30.45,6.0
1.0,5.0,RYU,Mid,H2K,FNC,0.0,15.67,11.0
1.0,5.0,IWDOMINATE,Jungler,TL ,CLG,1.0,22.03,4.0
1.0,5.0,DARSHAN,Top,CLG, TL,0.0,9.76,17.0
1.0,5.0,XIAOWEIXIAO,Mid,TIP, GV,0.0,33.36,19.0
1.0,5.0,REIGNOVER,Jungler,FNC,H2K,1.0,22.74,16.0
1.0,5.0,XPECIAL,Support,TL ,CLG,1.0,15.64,4.0
1.0,5.0,FOX,Mid,SK , EL,0.0,23.05,18.0
1.0,5.0,NUKEDUCK,Mid,ROC, CW,1.0,26.66,9.0
1.0,5.0,ADRYH,AD Carry,GIA,UOL,1.0,22.97,15.0
1.0,5.0,ODOAMNE,Top,H2K,FNC,0.0,9.2,11.0
1.0,5.0,AMAZING,Jungler,OG ,GMB,1.0,28.84,7.0
1.0,5.0,POWEROFEVIL,Mid,UOL,GIA,0.0,20.2,13.0
1.0,5.0,MITHY,Support,OG ,GMB,1.0,21.57,7.0
1.0,5.0,NIEN,AD Carry,T8 ,TSM,0.0,13.39,22.0
1.0,5.0,SHIPHTUR,Mid,DIG,NME,1.0,15.9,19.0
1.0,5.0,BUNNY FUFUU,Support,GV ,TIP,1.0,24.89,6.0
1.0,5.0,VIZICSACSI,Top,UOL,GIA,0.0,18.48,13.0
1.0,5.0,WERLYB,Top,GIA,UOL,1.0,16.5,15.0
1.0,5.0,WILDTURTLE,AD Carry,TSM, T8,1.0,20.64,3.0
1.0,5.0,JENSEN,Mid,C9 ,TIP,0.0,5.83,6.0
1.0,5.0,DYRUS,Top,TSM,CLG,1.0,22.19,19.0
1.0,5.0,MRRALLEZ,AD Carry,ROC, CW,1.0,22.13,9.0
1.0,5.0,SOREN,Mid,CW ,ROC,0.0,12.63,15.0
1.0,5.0,METEOS,Jungler,C9 ,TDK,1.0,30.7,6.0
1.0,5.0,NYPH,Support,EL , SK,1.0,21.41,14.0
1.0,5.0,SHOOK,Jungler,CW ,ROC,0.0,14.21,15.0
1.0,5.0,JANKOS,Jungler,ROC,UOL,1.0,21.37,21.0
1.0,5.0,SERAPH,Top,TDK,DIG,1.0,18.8,15.0
1.0,5.0,FREDY122,Top,SK ,H2K,1.0,22.15,22.0
1.0,5.0,PORPOISE8,Jungler,T8 ,NME,1.0,27.15,16.0
1.0,5.0,OTTER,AD Carry,NME, T8,0.0,29.12,16.0
1.0,5.0,VANDER,Support,ROC,UOL,1.0,20.6,21.0
1.0,5.0,CALITRLOLZ8,Top,T8 ,NME,1.0,36.88,16.0
1.0,5.0,FR3DERIC,Jungler,GIA, EL,0.0,12.8,4.0
1.0,5.0,G0DFRED,Support,GIA, EL,0.0,9.33,4.0
1.0,5.0,HYLISSANG,Support,UOL,ROC,0.0,9.1,5.0
1.0,5.0,KIWIKID,Support,DIG,TDK,0.0,12.73,8.0
1.0,5.0,LEMONNATION,Support,C9 ,TIP,0.0,3.73,6.0
1.0,5.0,KIKIS,Jungler,UOL,ROC,0.0,13.69,5.0
1.0,5.0,SMOOTHIE,Support,TDK, C9,0.0,8.26,19.0
1.0,5.0,FORG1VEN,AD Carry,GMB, OG,0.0,6.51,19.0
1.0,5.0,BODYDROP,Support,NME,DIG,0.0,6.59,4.0
1.0,5.0,NINJA,Mid,TDK,DIG,1.0,18.92,15.0
1.0,5.0,APOLLO,AD Carry,TIP, C9,1.0,33.84,18.0
1.0,5.0,PIGLET,AD Carry,TL , GV,0.0,17.4,3.0
1.0,5.0,IMPACT,Top,TIP, C9,1.0,34.59,18.0
1.0,5.0,FEBIVEN,Mid,FNC,GMB,1.0,30.03,18.0
1.0,5.0,HJARNAN,AD Carry,H2K, SK,0.0,7.82,13.0
1.0,5.0,QUAS,Top,TL , GV,0.0,11.89,3.0
1.0,5.0,YELLOWSTAR,Support,FNC,GMB,1.0,23.72,18.0
1.0,5.0,ALTEC,AD Carry,GV , TL,1.0,26.55,19.0
1.0,5.0,RYU,Mid,H2K, SK,0.0,19.33,13.0
1.0,5.0,IWDOMINATE,Jungler,TL , GV,0.0,9.32,3.0
1.0,5.0,DARSHAN,Top,CLG,TSM,0.0,7.23,8.0
1.0,5.0,XIAOWEIXIAO,Mid,TIP, C9,1.0,34.97,18.0
1.0,5.0,REIGNOVER,Jungler,FNC,GMB,1.0,22.13,18.0
1.0,5.0,XPECIAL,Support,TL , GV,0.0,7.77,3.0
1.0,5.0,FOX,Mid,SK ,H2K,1.0,33.69,10.0
1.0,5.0,NUKEDUCK,Mid,ROC,UOL,1.0,21.61,18.0
1.0,5.0,ADRYH,AD Carry,GIA, EL,0.0,10.28,21.0
1.0,5.0,ODOAMNE,Top,H2K, SK,0.0,11.01,13.0
1.0,5.0,AMAZING,Jungler,OG , CW,1.0,13.97,22.0
1.0,5.0,POWEROFEVIL,Mid,UOL,ROC,0.0,5.72,13.0
1.0,5.0,MITHY,Support,OG , CW,1.0,15.58,22.0
1.0,5.0,NIEN,AD Carry,T8 ,NME,1.0,43.44,18.0
1.0,5.0,SHIPHTUR,Mid,DIG,TDK,0.0,16.24,21.0
1.0,5.0,BUNNY FUFUU,Support,GV , TL,1.0,18.81,19.0
1.0,5.0,VIZICSACSI,Top,UOL,ROC,0.0,12.75,13.0
1.0,5.0,WERLYB,Top,GIA, EL,0.0,13.14,21.0
1.0,5.0,WILDTURTLE,AD Carry,TSM,CLG,1.0,21.19,20.0
1.0,5.0,VARDAGS,AD Carry,UOL,GIA,0.0,19.62,13.0
1.0,5.0,SVENSKEREN,Jungler,SK , EL,0.0,25.76,16.0
1.0,5.0,LOULEX,Jungler,H2K,FNC,0.0,6.86,4.0
1.0,5.0,MRRALLEZ,AD Carry,ROC,UOL,1.0,23.47,18.0
1.0,5.0,SOREN,Mid,CW , OG,0.0,4.25,3.0
1.0,5.0,METEOS,Jungler,C9 ,TIP,0.0,4.43,7.0
1.0,5.0,NYPH,Support,EL ,GIA,1.0,10.86,3.0
1.0,5.0,SHOOK,Jungler,CW , OG,0.0,2.4,3.0
1.0,5.0,UNLIMITED,Support,CW ,ROC,0.0,9.12,4.0
1.0,5.0,MANCLOUD,Mid,TDK, C9,0.0,14.59,3.0
1.0,5.0,NRATED,Support,SK , EL,0.0,25.42,16.0
1.0,5.0,BALLS,Top,C9 ,TDK,1.0,25.39,18.0
1.0,5.0,LUSTBOY,Support,TSM, T8,1.0,13.69,17.0
1.0,5.0,TABZZ,AD Carry,EL , SK,1.0,27.82,20.0
1.0,5.0,JWAOW,Top,EL , SK,1.0,26.41,20.0
1.0,5.0,CABOCHARD,Top,GMB, OG,0.0,6.49,6.0
1.0,5.0,KEZ,Jungler,TDK, C9,0.0,10.66,3.0
1.0,5.0,INNOX,Mid,NME,DIG,0.0,9.04,2.0
1.0,5.0,DODO8,Support,T8 ,TSM,0.0,11.78,9.0
1.0,5.0,BETSY,Mid,GMB, OG,0.0,8.12,6.0
1.0,5.0,TRASHY,Jungler,NME,DIG,0.0,7.36,2.0
1.0,5.0,DEXTER,Jungler,EL , SK,1.0,16.82,20.0
1.0,5.0,FREEZE,AD Carry,CW ,ROC,0.0,15.79,4.0
1.0,5.0,SMOOTHIE,Support,TDK,DIG,1.0,23.83,11.0
1.0,5.0,FORG1VEN,AD Carry,GMB,FNC,0.0,13.79,8.0
1.0,5.0,BODYDROP,Support,NME, T8,0.0,26.7,7.0
1.0,5.0,GOSU PEPPER,Support,GMB, OG,0.0,3.1,6.0
1.0,5.0,APOLLO,AD Carry,TIP, C9,1.0,33.84,19.0
1.0,5.0,PIGLET,AD Carry,TL , GV,0.0,17.4,8.0
1.0,5.0,IMPACT,Top,TIP, C9,1.0,34.59,19.0
1.0,5.0,FEBIVEN,Mid,FNC,GMB,1.0,30.03,19.0
1.0,5.0,HJARNAN,AD Carry,H2K, SK,0.0,7.82,5.0
1.0,5.0,QUAS,Top,TL , GV,0.0,11.89,8.0
1.0,5.0,YELLOWSTAR,Support,FNC,GMB,1.0,23.72,19.0
1.0,5.0,ALTEC,AD Carry,GV , TL,1.0,26.55,18.0
1.0,5.0,RYU,Mid,H2K, SK,0.0,19.33,5.0
1.0,5.0,IWDOMINATE,Jungler,TL , GV,0.0,9.32,8.0
1.0,5.0,DARSHAN,Top,CLG,TSM,0.0,7.23,5.0
1.0,5.0,XIAOWEIXIAO,Mid,TIP, C9,1.0,34.97,19.0
1.0,5.0,REIGNOVER,Jungler,FNC,GMB,1.0,22.13,19.0
1.0,5.0,XPECIAL,Support,TL , GV,0.0,7.77,8.0
1.0,5.0,FOX,Mid,SK ,H2K,1.0,33.69,22.0
1.0,5.0,NUKEDUCK,Mid,ROC,UOL,1.0,21.61,21.0
1.0,5.0,ADRYH,AD Carry,GIA, EL,0.0,10.28,4.0
1.0,5.0,ODOAMNE,Top,H2K, SK,0.0,11.01,5.0
1.0,5.0,AMAZING,Jungler,OG , CW,1.0,13.97,17.0
1.0,5.0,POWEROFEVIL,Mid,UOL,ROC,0.0,5.72,5.0
1.0,5.0,MITHY,Support,OG , CW,1.0,15.58,17.0
1.0,5.0,NIEN,AD Carry,T8 ,NME,1.0,43.44,16.0
1.0,5.0,SHIPHTUR,Mid,DIG,TDK,0.0,16.24,8.0
1.0,5.0,BUNNY FUFUU,Support,GV , TL,1.0,18.81,18.0
1.0,5.0,VIZICSACSI,Top,UOL,ROC,0.0,12.75,5.0
1.0,5.0,WERLYB,Top,GIA, EL,0.0,13.14,4.0
1.0,5.0,WILDTURTLE,AD Carry,TSM,CLG,1.0,21.19,19.0
1.0,5.0,VARDAGS,AD Carry,UOL,GIA,0.0,19.62,13.0
1.0,5.0,SVENSKEREN,Jungler,SK , EL,0.0,25.76,18.0
1.0,5.0,LOULEX,Jungler,H2K,FNC,0.0,6.86,11.0
1.0,5.0,MRRALLEZ,AD Carry,ROC,UOL,1.0,23.47,21.0
1.0,5.0,SOREN,Mid,CW , OG,0.0,4.25,5.0
1.0,5.0,METEOS,Jungler,C9 ,TIP,0.0,4.43,6.0
1.0,5.0,NYPH,Support,EL ,GIA,1.0,10.86,20.0
1.0,5.0,SHOOK,Jungler,CW , OG,0.0,2.4,5.0
1.0,5.0,UNLIMITED,Support,CW ,ROC,0.0,9.12,15.0
1.0,5.0,MANCLOUD,Mid,TDK, C9,0.0,14.59,19.0
1.0,5.0,NRATED,Support,SK , EL,0.0,25.42,18.0
1.0,5.0,BALLS,Top,C9 ,TDK,1.0,25.39,6.0
1.0,5.0,LUSTBOY,Support,TSM, T8,1.0,13.69,3.0
1.0,5.0,TABZZ,AD Carry,EL , SK,1.0,27.82,14.0
1.0,5.0,JWAOW,Top,EL , SK,1.0,26.41,14.0
1.0,5.0,CABOCHARD,Top,GMB, OG,0.0,6.49,19.0
1.0,5.0,KEZ,Jungler,TDK, C9,0.0,10.66,19.0
1.0,5.0,INNOX,Mid,NME,DIG,0.0,9.04,4.0
1.0,5.0,DODO8,Support,T8 ,TSM,0.0,11.78,22.0
1.0,5.0,BETSY,Mid,GMB, OG,0.0,8.12,19.0
1.0,5.0,TRASHY,Jungler,NME,DIG,0.0,7.36,4.0
1.0,5.0,DEXTER,Jungler,EL , SK,1.0,16.82,14.0
1.0,5.0,FREEZE,AD Carry,CW ,ROC,0.0,15.79,15.0
1.0,5.0,SMOOTHIE,Support,TDK,DIG,1.0,23.83,15.0
1.0,5.0,FORG1VEN,AD Carry,GMB,FNC,0.0,13.79,9.0
1.0,5.0,BODYDROP,Support,NME, T8,0.0,26.7,16.0
1.0,5.0,GOSU PEPPER,Support,GMB, OG,0.0,3.1,19.0
1.0,5.0,DOUBLELIFT,AD Carry,CLG, TL,0.0,15.88,3.0
1.0,5.0,RUSH,Jungler,TIP, GV,0.0,34.11,12.0
1.0,5.0,REKKLES,AD Carry,FNC,H2K,1.0,26.72,21.0
1.0,5.0,FENIX,Mid,TL ,CLG,1.0,42.03,19.0
1.0,5.0,HUNI,Top,FNC,H2K,1.0,23.56,21.0
1.0,5.0,ZVEN,AD Carry,OG ,GMB,1.0,32.38,20.0
1.0,5.0,BJERGSEN,Mid,TSM, T8,1.0,21.85,17.0
1.0,5.0,ADRIAN,Support,TIP, GV,0.0,28.43,12.0
1.0,5.0,POBELTER,Mid,CLG, TL,0.0,9.3,3.0
1.0,5.0,APHROMOO,Support,CLG, TL,0.0,7.79,3.0
1.0,5.0,HAUNTZER,Top,GV ,TIP,1.0,36.0,12.0
1.0,5.0,XPEKE,Mid,OG ,GMB,1.0,29.03,20.0
1.0,5.0,KEANE,Mid,GV ,TIP,1.0,30.69,12.0
1.0,5.0,SOAZ,Top,OG ,GMB,1.0,28.92,20.0
1.0,5.0,SNEAKY,AD Carry,C9 ,TDK,1.0,21.26,18.0
1.0,5.0,COREJJ,AD Carry,DIG,NME,1.0,33.48,19.0
1.0,5.0,XMITHIE,Jungler,CLG, TL,0.0,5.54,3.0
1.0,5.0,KASING,Support,H2K,FNC,0.0,9.14,4.0
1.0,5.0,CANDYPANDA,AD Carry,SK , EL,0.0,31.67,16.0
1.0,5.0,PEPIINERO,Mid,GIA,UOL,1.0,21.72,12.0
1.0,5.0,SANTORIN,Jungler,TSM, T8,1.0,25.36,17.0
1.0,5.0,GAMSU,Top,DIG,NME,1.0,30.49,19.0
1.0,5.0,MOVE,Jungler,GV ,TIP,1.0,18.61,12.0
1.0,5.0,STEVE,Top,ROC, CW,1.0,24.93,20.0
1.0,5.0,FROGGEN,Mid,EL , SK,1.0,23.45,20.0
1.0,5.0,VARDAGS,AD Carry,UOL,ROC,0.0,13.69,13.0
1.0,5.0,SVENSKEREN,Jungler,SK ,H2K,1.0,24.91,10.0
1.0,5.0,LOULEX,Jungler,H2K, SK,0.0,6.85,13.0
1.0,5.0,HELIOS,Jungler,DIG,NME,1.0,14.75,19.0
1.0,5.0,LATTMAN,AD Carry,TDK, C9,0.0,10.23,3.0
1.0,5.0,YOUNGBUCK,Top,CW ,ROC,0.0,13.54,4.0
1.0,5.0,UNLIMITED,Support,CW , OG,0.0,1.54,3.0
1.0,5.0,MANCLOUD,Mid,TDK,DIG,1.0,0.0,11.0
1.0,5.0,NRATED,Support,SK ,H2K,1.0,25.21,10.0
1.0,5.0,BALLS,Top,C9 ,TIP,0.0,3.1,7.0
1.0,5.0,LUSTBOY,Support,TSM,CLG,1.0,20.29,20.0
1.0,5.0,TABZZ,AD Carry,EL ,GIA,1.0,15.32,3.0
1.0,5.0,JWAOW,Top,EL ,GIA,1.0,18.97,3.0
1.0,5.0,CABOCHARD,Top,GMB,FNC,0.0,18.93,8.0
1.0,5.0,KEZ,Jungler,TDK,DIG,1.0,24.02,11.0
1.0,5.0,INNOX,Mid,NME, T8,0.0,28.43,7.0
1.0,5.0,DODO8,Support,T8 ,NME,1.0,31.29,18.0
1.0,5.0,BETSY,Mid,GMB,FNC,0.0,21.72,8.0
1.0,5.0,TRASHY,Jungler,NME, T8,0.0,26.82,7.0
1.0,5.0,DEXTER,Jungler,EL ,GIA,1.0,17.15,3.0
1.0,5.0,FREEZE,AD Carry,CW , OG,0.0,2.73,3.0
1.0,5.0,FLARESZ,Top,NME,DIG,0.0,9.79,2.0
1.0,5.0,GOLDENGLUE,Mid,T8 ,TSM,0.0,12.18,9.0
1.0,5.0,DIAMONDPROX,Jungler,GMB, OG,0.0,4.62,6.0
1.0,5.0,GOSU PEPPER,Support,GMB,FNC,0.0,9.21,8.0
1.0,5.0,DOUBLELIFT,AD Carry,CLG, TL,0.0,15.88,17.0
1.0,5.0,RUSH,Jungler,TIP, GV,0.0,34.11,19.0
1.0,5.0,REKKLES,AD Carry,FNC,H2K,1.0,26.72,16.0
1.0,5.0,FENIX,Mid,TL ,CLG,1.0,42.03,4.0
1.0,5.0,HUNI,Top,FNC,H2K,1.0,23.56,16.0
